GHGRP ID,Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Shutdown Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
1004062,10782,US Marine Corps Base Camp Lejeune,NC,Piney Green Road,Camp Lejeune,Onslow,28547,34.688,-77.322,Public,United States Marine Corps,1972,2045,Open,"1,884,676",2022,No,,,1218-0,Candidate,,,,Unknown,Unknown,,,,,,
1004831,1110,Uwharrie Environmental Regional LF,NC,501 Landfill Road,Mount Gilead,Montgomery,27306,35.3415,-79.961,Private,"Republic Services, Inc.",1997,2050,Open,"16,910,659",2022,Yes,3.636,0.247,1184-0,Operational,Combination Project,7/28/2014,,Electricity,Reciprocating Engine,,4.01,9.6,2.1,0.1015,0.0097
,1145,Vance County LF,NC,3181 NC Highway 39 N.,Henderson,Vance,27537,36.367,-78.4212,Public,"Vance County, NC",1974,1997,Closed,"970,899",,No,,,1219-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1148,Warren County LF,NC,,Warrenton,Warren,27589,36.40731,-78.16995,Public,"Warren County, NC",1974,1996,Closed,"230,029",,No,,,1222-0,Low Potential,,,,Unknown,Unknown,,,,,,
,2201,Watauga County Landfill,NC,336 Landfill Road,Boone,Watauga,28607,36.2185,-81.63,Public,"Watauga County, NC",1970,1994,Closed,"546,000",1994,Yes,0.22,,180285-0,Shutdown,Project #1,3/20/2012,12/31/2021,Electricity,Reciprocating Engine,,0.186,0.2,0.13,,
1005274,1150,Wayne County LF,NC,460B South Landfill Road,Dudley,Wayne,28333,35.2908,-78.0647,Public,"Wayne County, NC",1974,2050,Open,"4,170,975",2022,Yes,0.458,0.002,1224-0,Operational,Project #1,12/31/2010,,Electricity,Reciprocating Engine,,1.08,2.2,0.499,0.0547,0.0052
1005274,1150,Wayne County LF,NC,460B South Landfill Road,Dudley,Wayne,28333,35.2908,-78.0647,Public,"Wayne County, NC",1974,2050,Open,"4,170,975",2022,Yes,0.458,0.002,201757-0,Planned,Project #2,12/31/2024,,Renewable Natural Gas,Other,Pipeline Injection,,,,,
,1151,Western Carolina University,NC,,Cullowhee,Jackson,,,,Private,West Carolina University,1974,1997,Closed,"9,312",,No,,,1225-0,Low Potential,,,,Unknown,Unknown,,,,,,
1011066,1066,Wilder's Grove Landfill,NC,"4120 New Bern Avenue
800 Corporation Parkway",Raleigh,Wake,27610,35.789,-78.5669,Public,City of Raleigh Solid Waste Services Dept.,1972,1997,Closed,"4,791,326",1997,Yes,0.872,0.872,1139-0,Shutdown,Project #1,12/1/1989,1/1/2013,Direct,Boiler,,,,0.8,,
1011066,1066,Wilder's Grove Landfill,NC,"4120 New Bern Avenue
800 Corporation Parkway",Raleigh,Wake,27610,35.789,-78.5669,Public,City of Raleigh Solid Waste Services Dept.,1972,1997,Closed,"4,791,326",1997,Yes,0.872,0.872,1139-1,Shutdown,"Project #1, Expansion #1",10/1/1997,1/1/2013,Direct,Boiler,,,,0.8,,
,1152,Wilkes County LF 1,NC,NC 268 East,Wilkesboro,Wilkes,,36.118,-81.1985,Public,"Wilkes County, NC",1972,1993,Closed,"1,127,341",1993,Yes,0.05,0,1226-0,Shutdown,Project #1,7/10/2012,12/31/2017,Electricity,Cogeneration,,0.07,,0.05,,
,1152,Wilkes County LF 1,NC,NC 268 East,Wilkesboro,Wilkes,,36.118,-81.1985,Public,"Wilkes County, NC",1972,1993,Closed,"1,127,341",1993,Yes,0.05,0,1226-1,Shutdown,"Project #1, Restart",1/31/2018,12/31/2021,Electricity,Reciprocating Engine,,0.07,,0.05,,
1006748,1156,Wilkes County LF 2,NC,9219 Elkin Highway NC 268 East,Roaring River,Wilkes,28669,36.2093,-80.9869,Public,"Wilkes County, NC",1993,2034,Open,"1,691,987",2022,No,,,1230-0,Candidate,,,,Unknown,Unknown,,,,,,
,1153,Wilson County LF,NC,"4537 Landfill Road
2400 Highway 42 E",Wilson,Wilson,27893,35.7155,-77.8451,Public,"Wilson County, NC",1975,1997,Closed,"2,080,436",,Yes,,0.306,1227-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1154,Yancey/Mitchell County LF,NC,66 EnergyXchange Drive,Burnsville,Yancey,28714,35.930412,-82.178618,Public,"Yancey County, NC",1973,1994,Closed,"384,804",1994,Yes,0.06,,1228-0,Shutdown,EnergyXchange,4/22/1999,12/31/2017,Direct,Direct Thermal,,,,0.054,,
,1910,York Road Landfill,NC,1520 West Tyvola Road,Charlotte,Mecklenburg,28217,35.1755,-80.9099,Public,City of Charlotte,,1980,Closed,,,No,,,166963-0,Low Potential,,,,Unknown,Unknown,,,,,,
,21028,Bismarck Landfill,ND,,Bismarck,Burleigh,58506,46.835,-100.7,Public,"City of Bismarck, ND",,,Open,,,Unknown,,,201266-0,Unknown,,,,Unknown,Unknown,,,,,,
1001614,2153,City of Fargo Landfill,ND,4501 7th Avenue North,Fargo,Cass,58102,46.8835,-96.8613,Public,"City of Fargo, ND",1980,2045,Open,"7,537,611",2022,Yes,0.908,0.046,180222-0,Operational,Project #1,5/15/2002,,Direct,Boiler,,,,0.745,0.0731,0.0064
1001614,2153,City of Fargo Landfill,ND,4501 7th Avenue North,Fargo,Cass,58102,46.8835,-96.8613,Public,"City of Fargo, ND",1980,2045,Open,"7,537,611",2022,Yes,0.908,0.046,180979-0,Operational,Project #2,1/1/2007,,Electricity,Cogeneration,,0.8,0.925,0.116,0.0405,0.0039
1001614,2153,City of Fargo Landfill,ND,4501 7th Avenue North,Fargo,Cass,58102,46.8835,-96.8613,Public,"City of Fargo, ND",1980,2045,Open,"7,537,611",2022,Yes,0.908,0.046,201434-0,Planned,Project #3,12/31/2024,,Renewable Natural Gas,Vehicle Fuel,Local Use,,,,,
,2388,City of Minot LF,ND,20th Avenue SW,Minot,Ward,58701,48.2113,-101.352,Public,"City of Minot, ND",1993,2033,Open,"276,396",2003,No,,,180746-0,Future Potential,,,,Unknown,Unknown,,,,,,
1003583,2389,Dakota MSW Landfill,ND,7972 129th Avenue SE,Gwinner,Sargent,58040,46.2401,-97.6952,Private,WM,1976,2079,Open,"3,016,574",2022,No,,,180747-0,Candidate,,,,Unknown,Unknown,,,,,,
,21029,Dickinson Landfill,ND,,Dickinson,Stark,58601,46.854376,-102.696955,Public,"City of Dickinson, ND",,2042,Open,,,Unknown,,,201267-0,Unknown,,,,Unknown,Unknown,,,,,,
1011959,20760,Grand Forks Active Landfill,ND,5500 54th Avenue North,Grand Forks,Grand Forks,58203,47.980171,-97.117604,Public,"City of Grand Forks, ND",2009,2093,Open,"936,652",2022,No,,,200986-0,Future Potential,,,,Unknown,Unknown,,,,,,
1004044,2302,Grand Forks Landfill,ND,2350 83rd Street N,Grand Forks,Grand Forks,58203,47.944,-97.148,Public,"City of Grand Forks, ND",1965,2009,Closed,"3,507,954",2009,No,,,180395-0,Low Potential,,,,Unknown,Unknown,,,,,,
,21030,Jahner Sanitation Inc,ND,7971 32nd Avenue SE,Wishek,McIntosh,58495,46.26738,-99.712641,Private,WM,,,Open,,,Unknown,,,201268-0,Unknown,,,,Unknown,Unknown,,,,,,
,21031,Jamestown Landfill,ND,,Jamestown,Stutsman,58401,46.90294,-98.56801,Public,"City of Jamestown, ND",,,Open,,,Unknown,,,201269-0,Unknown,,,,Unknown,Unknown,,,,,,
1007284,2387,McDaniel Landfill,ND,12300 247th Avenue SE,Sawyer,Ward,58781,47.975,-101.105,Private,WM,1980,2032,Open,"1,761,961",2022,No,,,180745-0,Candidate,,,,Unknown,Unknown,,,,,,
,21032,McKenzie County Landfill,ND,"6 miles west of Watford City on Hwy 85, 2 miles S on 132nd Avenue NW",Arnegard,McKenzie,58835,47.77577,-103.41547,Public,"McKenzie County, ND",,,Open,,,Unknown,,,201270-0,Unknown,,,,Unknown,Unknown,,,,,,
,21033,Mercer County Regional Landfill,ND,,Hazen,Mercer,58545,47.35739,-101.65787,Public,"Mercer County, ND",,,Open,,,Unknown,,,201271-0,Unknown,,,,Unknown,Unknown,,,,,,
,21034,Noonan Landfill LLC,ND,,Noonan,Divide,58765,48.87363,-103.00511,Private,Noonan Landfill LLC,,,Open,,,Unknown,,,201272-0,Unknown,,,,Unknown,Unknown,,,,,,
,21035,Williston Municipal Landfill,ND,,Williston,Williams,58801,48.16586,-103.58256,Public,"City of Williston, ND",,,Open,,,Unknown,,,201273-0,Unknown,,,,Unknown,Unknown,,,,,,
,1743,Alliance Disposal Area LF,NE,1441 E. Kansas Street,Alliance,Box Butte,69301,42.087764,-102.852998,Public,"City of Alliance, NE",1950,,Open,"240,270",2014,No,,,6422-0,Future Potential,,,,Unknown,Unknown,,,,,,
1013587,1744,Beatrice Disposal Area LF,NE,3426 W. Locust Road,Beatrice,Gage,68310,40.21986,-96.76866,Public,"City of Beatrice, NE",1983,2029,Open,"946,933",2022,No,,,6423-0,Future Potential,,,,Unknown,Unknown,,,,,,
1002158,1754,Bluff Road Landfill,NE,6001 Bluff Road,Lincoln,Lancaster,68517,40.9146,-96.6379,Public,"City of Lincoln, NE",1988,2035,Open,"9,848,547",2022,Yes,2.499,,201004-0,Future Potential,Project #2,,,Renewable Natural Gas,Other,Pipeline Injection,,,,,
1002158,1754,Bluff Road Landfill,NE,6001 Bluff Road,Lincoln,Lancaster,68517,40.9146,-96.6379,Public,"City of Lincoln, NE",1988,2035,Open,"9,848,547",2022,Yes,2.499,,6433-0,Operational,Project #1,10/14/2013,,Electricity,Reciprocating Engine,,3.6,4.8,1.6,0.1822,0.0174
1000191,1745,Butler County Landfill Inc.,NE,3588 R Road,David City,Butler,68632,41.2613,-97.0423,Private,Waste Connections Inc. - Central Region,1986,2025,Open,"8,807,967",2022,Yes,1.678,0.528,200976-0,Operational,Project #2,7/26/2019,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,1.15,0.1128,0.0091
1000191,1745,Butler County Landfill Inc.,NE,3588 R Road,David City,Butler,68632,41.2613,-97.0423,Private,Waste Connections Inc. - Central Region,1986,2025,Open,"8,807,967",2022,Yes,1.678,0.528,6424-0,Shutdown,Project #1,7/31/2008,9/30/2017,Direct,Boiler,,,,0.3,,
,21151,City of Kimball Landfill,NE,West Highway 30,Kimball,Kimball,69145,41.2384,-103.69601,Public,"City of Kimball, NE",,,Open,,,Unknown,,,201382-0,Unknown,,,,Unknown,Unknown,,,,,,
,1760,"Community Refuse Disposal, Incorporated - Norfolk",NE,837th Road,Norfolk,Madison,68701,41.960578,-97.373175,Private,"Republic Services, Inc.",1970,1995,Closed,"1,446,633",,No,,,6439-0,Low Potential,,,,Unknown,Unknown,,,,,,
1000522,20181,Douglas County Landfill,NE,12608 State Street,Omaha,Douglas,68142,41.3357,-96.1101,Public,"Douglas County, NE",1973,1989,Closed,"5,224,710",1989,Yes,0.661,0.002,200317-0,Operational,Project #1,12/31/2015,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,0.659,0.0646,0.0052
1007835,1746,Douglas County Recycling and Disposal Facility LF,NE,14320 North 216th Street,Bennington,Douglas,68007,41.385,-96.241,Private,WM,1989,2153,Open,"20,140,374",2022,Yes,4.238,0.875,201560-0,Operational,Project #2,1/1/2020,,Direct,Leachate Evaporation,,,,0.272,0.0267,0.0024
1007835,1746,Douglas County Recycling and Disposal Facility LF,NE,14320 North 216th Street,Bennington,Douglas,68007,41.385,-96.241,Private,WM,1989,2153,Open,"20,140,374",2022,Yes,4.238,0.875,6425-0,Operational,Project #1,4/5/2002,,Electricity,Reciprocating Engine,,2.79,3.2,1.545,0.1412,0.0135
1007835,1746,Douglas County Recycling and Disposal Facility LF,NE,14320 North 216th Street,Bennington,Douglas,68007,41.385,-96.241,Private,WM,1989,2153,Open,"20,140,374",2022,Yes,4.238,0.875,6425-1,Operational,"Project #1, Expansion #1",6/1/2006,,Electricity,Reciprocating Engine,,2.09,2.4,1.159,0.1058,0.0101
1007835,1746,Douglas County Recycling and Disposal Facility LF,NE,14320 North 216th Street,Bennington,Douglas,68007,41.385,-96.241,Private,WM,1989,2153,Open,"20,140,374",2022,Yes,4.238,0.875,6425-2,Operational,"Project #1, Expansion #2",8/1/2009,,Electricity,Reciprocating Engine,,0.7,0.8,0.386,0.0354,0.0034
,1759,Fremont Landfill,NE,Highway 77 S,Inglewood,Dodge,68026,41.40912,-96.5012,Private,"Republic Services, Inc.",1965,1993,Closed,"1,106,263",,No,,,6438-0,Low Potential,,,,Unknown,Unknown,,,,,,
1004439,1747,G&P Development Inc. Landfill,NE,427 South 238th Road,Milford,Seward,68405,40.747,-97.05,Private,Waste Connections Inc. - Central Region,1970,2029,Open,"2,277,305",2022,Yes,0.574,0.574,6426-0,Candidate,,,,Unknown,Unknown,,,,,,
,20755,Gering City Landfill,NE,200530 West Drive,Gering,Scotts Bluff,69341,41.830311,-103.68464,Public,"City of Gering, NE",,,Open,,,Unknown,,,200979-0,Unknown,,,,Unknown,Unknown,,,,,,
1001960,1749,Grand Island Regional Landfill,NE,19550 W. Husker Highway,Shelton,Hall,68876,40.895,-98.718,Public,"City of Grand Island, NE",1984,2038,Open,"3,168,090",2022,No,,,6428-0,Candidate,,,,Unknown,Unknown,,,,,,
1002159,1750,Hastings SLF,NE,725 S. Southern Hills Drive,Hastings,Adams,68901,40.57,-98.433,Public,"City of Hastings, NE",1983,2037,Open,"1,722,099",2022,No,,,6429-0,Planned,Project #1,1/1/2026,,Renewable Natural Gas,Other,Unknown,,,,,
,1751,Holdrege Prairie Hill Landfill,NE,506 13th Street,Holdrege,Phelps,68949,40.418,-99.374,Public,"Holdrege City, NE",1950,,Open,"458,749",2015,No,,,6430-0,Future Potential,,,,Unknown,Unknown,,,,,,
1004716,1752,J Bar J Landfill,NE,323.3 Road 770,Ogallala,Perkins,69153,40.984153,-101.818187,Private,Waste Connections Inc. - Central Region,1992,2053,Open,"2,403,362",2022,No,,,6431-0,Candidate,,,,Unknown,Unknown,,,,,,
1010601,1753,Kearney Area Solid Waste Agency Landfill,NE,6711 W 56th Street,Kearney,Buffalo,68845,40.73,-99.176,Public,"City of Kearney, NE",1994,2031,Open,"1,020,870",2016,No,,,6432-0,Candidate,,,,Unknown,Unknown,,,,,,
,1761,Kearney LF #1,NE,,Kearney,Buffalo,68847,,,Public,"City of Kearney, NE",1984,1993,Closed,"260,000",,No,,,6440-0,Low Potential,,,,Unknown,Unknown,,,,,,
1005097,1748,L.P. Gill LF,NE,1402 Highway 20,Jackson,Dakota,68743,42.47269,-96.61456,Private,L.P. Gill,1981,2032,Open,"6,591,995",2022,Yes,1.195,0.066,6427-0,Operational,Project #1,12/1/2007,,Direct,Direct Thermal,,,,1.128,0.1106,0.0098
1010769,20708,Lexington Area Solid Waste Agency Landfill,NE,76460 NE-21,Lexington,Dawson,68850,40.915,-99.75,Public,"Lexington Area Solid Waste Agency, NE",1997,2041,Open,"1,001,056",2022,No,,,200915-0,Candidate,,,,Unknown,Unknown,,,,,,
,21154,Loup Central Landfill,NE,1552 Highway 11,Elba,Howard,68835,41.259561,-98.54953,Private,Loup Central Landfill Association,,,Open,,,Unknown,,,201385-0,Unknown,,,,Unknown,Unknown,,,,,,
,1755,"Nebraska Ecology Systems, Incorporated Landfill",NE,"Road 4
8 miles W of Geneva",Geneva,Fillmore,68361,40.516,-97.765,Private,Waste Connections Inc. - Central Region,,2023,Closed,"80,156",2018,No,,,6434-0,Low Potential,,,,Unknown,Unknown,,,,,,
1007546,1756,NNSWC LF,NE,57220 825th Road,Clarkson,Stanton,68629,41.786,-97.092,Public,Northeast Nebraska Solid Waste Coalition,1995,2042,Open,"2,550,379",2022,No,,,6435-0,Candidate,,,,Unknown,Unknown,,,,,,
1007970,20789,North 48th Street Landfill,NE,5101 N. 48th Street,Lincoln,Lancaster,68504,40.867,-96.65333,Public,"City of Lincoln, NE",1956,1990,Closed,"6,815,592",1990,No,,,201017-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1762,North Platte Disposal Area LF,NE,W. South River Road,North Platte,Lincoln,69101,41.11578,-100.80572,Public,"City of North Platte, NE",1971,1993,Closed,"407,491",,No,,,6441-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1763,Otoe County LF,NE,2524 N. 22nd Street,Nebraska City,Otoe,68410,40.704744,-95.873336,Public,Otoe County,1968,1994,Closed,"218,822",,No,,,6442-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1764,Plattsmouth LF,NE,Horning Road,Plattsmouth,Cass,68048,40.976817,-95.87283,Unknown,Plattsmouth LF,1968,1994,Closed,"777,276",,No,,,6443-0,Low Potential,,,,Unknown,Unknown,,,,,,
1001935,1757,Sarpy County SLF,NE,14414S. 156th Street,Springfield,Sarpy,68059,41.0993,-96.1628,Public,"Sarpy County, NE",1990,2016,Closed,"3,914,719",2016,Yes,0.847,0.151,6436-0,Operational,Project #1,7/12/2018,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,1.02,0.1000,0.0081
,1765,Scottsbluff Disposal LF,NE,260275 County Road M,Scottsbluff,Scotts Bluff,69361,41.84531,-103.57253,Public,City of Scottsbluff,1968,1993,Closed,"529,074",,No,,,6444-0,Low Potential,,,,Unknown,Unknown,,,,,,
,21152,Sidney Landfill,NE,2232 Road 115,Sidney,Cheyenne,69162,41.158295,-102.958737,Public,"City of Sidney, NE",,2091,Open,,,Unknown,,,201383-0,Unknown,,,,Unknown,Unknown,,,,,,
,21150,Solid Waste Agency of Northwest Nebraska Landfill,NE,10 miles N of town on Hwy 385,Chadron,Dawes,69337,42.979625,-103.119107,Public,Solid Waste Agency of Northwest Nebraska (SWANN),,2097,Open,,,Unknown,,,201381-0,Unknown,,,,Unknown,Unknown,,,,,,
,21153,Valentine Area Solid Waste Agency MSW Landfill,NE,39856 Hwy 20,Valentine,Cherry,69201,42.826701,-100.501,Public,"Valentine Area Solid Waste Agency, NE",,,Open,,,Unknown,,,201384-0,Unknown,,,,Unknown,Unknown,,,,,,
,1758,York County LF,NE,1214 Road 15,York,York,68467,40.905,-97.604,Public,"City of York, NE; York Area Solid Waste Agency, NE",1977,2042,Open,"254,240",,No,,,6437-0,Future Potential,,,,Unknown,Unknown,,,,,,
,2016,Alton Landfill and Transfer Station,NH,Hurd Hill Road #28a,Alton,Belknap,03809,43.4667,-71.2333,Public,"Town of Alton, NH",,,Unknown,,,No,,,167101-0,Unknown,,,,Unknown,Unknown,,,,,,
,2017,Bedford Landfill,NH,,Bedford,Hillsborough,,42.9424,-71.5204,Public,"Town of Bedford, NH",1983,,Closed,,,No,,,167102-0,Unknown,,,,Unknown,Unknown,,,,,,
,2018,Bennington Landfill,NH,,Bennington,Hillsborough,03442,43.0109,-71.9114,Public,"Town of Bennington, NH",,1992,Closed,,,No,,,167103-0,Low Potential,,,,Unknown,Unknown,,,,,,
,2019,Chester Landfill,NH,,Chester,Rockingham,,42.9656,-71.2454,Public,Town of Chester,1958,1997,Closed,"30,000",,No,,,167104-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1838,City of Keene Landfill,NH,55 Old Summit Road,Keene,Cheshire,03431,42.9792,-72.3526,Public,"City of Keene, NH",1973,1998,Closed,"640,000",1998,Yes,0.5,,166413-0,Shutdown,Project #1,1/1/1999,12/11/2017,Electricity,Reciprocating Engine,,0.25,,0.14,,
,1838,City of Keene Landfill,NH,55 Old Summit Road,Keene,Cheshire,03431,42.9792,-72.3526,Public,"City of Keene, NH",1973,1998,Closed,"640,000",1998,Yes,0.5,,181095-0,Low Potential,,,,Electricity,Cogeneration,,0.6,,,,
,10880,Colebrook Landfill,NH,88 Skyline Drive,Colebrook,Coos,03576,44.87926,-71.48174,Public,"Town of Colebrook, NH",1978,2008,Closed,"802,450",,Yes,0.5,,180935-0,Shutdown,Project #1,8/17/2009,12/31/2014,Electricity,Reciprocating Engine,,0.8,0.8,0.5,,
,21065,Concord Suncook Road Landfill Pre-1981,NH,Old Suncook Road,Concord,Merrimack,03301,43.191746,-71.504514,Public,"City of Concord, NH; Sanel Realty Trust LLC",1966,1975,Closed,,,Unknown,,,201302-0,Unknown,,,,Unknown,Unknown,,,,,,
,21045,Conway Municipal Unlined Landfill,NH,755 East Conway Road,Conway,Carroll,03813,44.009,-71.0577,Public,"Town of Conway, NH",,1984,Closed,,,Unknown,,,201282-0,Unknown,,,,Unknown,Unknown,,,,,,
,21059,Deerfield Municipal Landfill,NH,51 Brown Street,Deerfield,Rockingham,03037,43.0915,-71.221,Public,"Town of Deerfield, NH",,1995,Closed,,,Unknown,,,201296-0,Unknown,,,,Unknown,Unknown,,,,,,
,21052,Derry Municipal Landfill,NH,Kendall Pond Road,Derry,Rockingham,03038,42.863089,-71.329121,Public,"Town of Derry, NH",,1985,Closed,,,Unknown,,,201288-0,Unknown,,,,Unknown,Unknown,,,,,,
,21063,Durham Primary Landfill,NH,100 Durham Point Road,Durham,Strafford,03824,43.123,-70.9015,Public,"Town of Durham, NH",1950,1990,Closed,,,Unknown,,,201300-0,Unknown,,,,Unknown,Unknown,,,,,,
,21053,Effingham Municipal Sanitary Landfill,NH,Snow Road,Effingham,Carroll,03882,43.740953,-71.004205,Public,"Town of Effingham, NH",1953,1994,Closed,,,Unknown,,,201289-0,Unknown,,,,Unknown,Unknown,,,,,,
,21055,Errol Municipal Landfill,NH,"593 Colebrook Road
Rural Route 26",Errol,Coos,03579,44.788562,-71.157323,Public,"Town of Errol, NH",1940,1993,Closed,,,Unknown,,,201291-0,Unknown,,,,Unknown,Unknown,,,,,,
,2020,Farmington Landfill,NH,,Farmington,Strafford,,43.3894,-71.0642,Public,"Town of Farmington, NH",1983,,Open,,,No,,,167105-0,Unknown,,,,Unknown,Unknown,,,,,,
,21066,Former Dover Municipal Landfill,NH,River Street,Dover,Strafford,03820,43.194704,-70.86479,Public,"City of Dover, NH",1915,1960,Closed,,,Unknown,,,201303-0,Unknown,,,,Unknown,Unknown,,,,,,
1004751,1852,Four Hills Landfill,NH,840 West Hollis Street Route 111,Nashua,Hillsborough,03062,42.728,-71.518,Public,"City of Nashua, NH",1971,2030,Open,"4,245,673",2022,Yes,1.185,,166432-0,Shutdown,Project #1,3/8/1996,6/30/2012,Electricity,Reciprocating Engine,,1.17,3.105,0.95,0.0000,0.0000
1004751,1852,Four Hills Landfill,NH,840 West Hollis Street Route 111,Nashua,Hillsborough,03062,42.728,-71.518,Public,"City of Nashua, NH",1971,2030,Open,"4,245,673",2022,Yes,1.185,,166432-1,Shutdown,"Project #1, De-Expansion #1",7/1/2012,12/31/2015,Electricity,Reciprocating Engine,,0.52,0.8,0.45,0.0000,0.0000
1004751,1852,Four Hills Landfill,NH,840 West Hollis Street Route 111,Nashua,Hillsborough,03062,42.728,-71.518,Public,"City of Nashua, NH",1971,2030,Open,"4,245,673",2022,Yes,1.185,,166432-2,Operational,"Project #1, Expansion #1",3/1/2016,,Electricity,Reciprocating Engine,,1.63,2.4,1.03,0.0825,0.0079
,2021,Gilmanton Landfill & Recycling Facility,NH,,Gilmanton,Belknap,,43.4153,-71.4173,Public,"Town of Gilmanton, NH",1983,,Unknown,,,No,,,167106-0,Unknown,,,,Unknown,Unknown,,,,,,
,2022,Groton Landfill,NH,,Groton,Grafton,,43.7063,-71.8341,Public,"Town of Groton, NH",,,Unknown,,,No,,,167107-0,Unknown,,,,Unknown,Unknown,,,,,,
,21049,Hampton Municipal Landfill,NH,"Hardardt's Way
Off Landing Road",Hampton,Rockingham,03842,42.927,-70.823,Public,"Town of Hampton, NH",1963,1995,Closed,,,Unknown,,,201285-0,Unknown,,,,Unknown,Unknown,,,,,,
,2023,Harrisville Recycling and Transfer Station,NH,,Harrisville,Cheshire,,42.9417,-72.0988,Public,"Town of Harrisville, NH",1983,1998,Closed,,,No,,,167108-0,Low Potential,,,,Unknown,Unknown,,,,,,
,2035,Hinsdale Landfill & Recycling Facility,NH,,Hinsdale,Cheshire,03451,,,Unknown,,,,Unknown,,,No,,,167120-0,Unknown,,,,Unknown,Unknown,,,,,,
,21056,Hooksett Landfill,NH,210 West River Road,Hooksett,Merrimack,03106,43.0624,-71.4688,Public,"Town of Hooksett, NH",,1998,Closed,,,Unknown,,,201293-0,Unknown,,,,Unknown,Unknown,,,,,,
,21051,Hudson Municipal Landfill,NH,26 West Road,Hudson,Hillsborough,03051,42.8225,-71.4244,Public,"Town of Hudson, NH",,1991,Closed,,,Unknown,,,201287-0,Unknown,,,,Unknown,Unknown,,,,,,
,2024,Kingston Landfill,NH,265 Route 125,Kingston,Rockingham,03848,42.91258,-71.05467,Public,"Town of Kingston, NH",1953,2003,Closed,,,No,,,167109-0,Low Potential,,,,Unknown,Unknown,,,,,,
